用户ID,性别,年龄,是否会员,常用省份,常用城市
3209,女,32,是,辽宁,抚顺
3210,男,38,否,海南,三亚
3211,女,41,是,湖南,株洲
3212,男,21,是,上海,上海
3213,男,29,否,广东,佛山
3214,女,29,是,福建,漳州
3215,女,48,是,辽宁,大连
3216,女,32,否,甘肃,兰州
3217,男,26,否,江西,九江
3218,男,27,是,上海,上海
3219,女,20,是,云南,大理
3220,男,27,是,广东,佛山
3221,男,22,是,天津,天津
3222,女,33,否,黑龙江,齐齐哈尔
3223,女,42,否,江西,上饶
3224,男,18,是,辽宁,抚顺
3225,男,33,否,西藏,拉萨
3226,女,24,否,宁夏,石嘴山
3227,男,21,是,上海,上海
3228,女,22,是,湖北,荆州
3229,男,27,否,广东,深圳
3230,女,66,是,天津,天津
3231,男,38,是,广东,深圳
3232,女,18,否,北京,北京
3233,男,29,是,贵州,安顺
3234,女,48,否,甘肃,酒泉
3235,女,61,否,广东,东莞
3236,女,36,否,天津,天津
3237,男,29,否,内蒙古,呼和浩特
3238,男,22,是,辽宁,鞍山
3239,男,43,是,浙江,温州
3240,男,25,否,黑龙江,齐齐哈尔
3241,女,44,是,江西,赣州
3242,女,20,否,北京,北京
3243,女,26,是,河北,石家庄
3244,女,21,是,河南,洛阳
3245,男,35,否,江苏,苏州
3246,男,33,否,山西,大同
3247,男,41,是,新疆,乌鲁木齐
3248,女,20,否,辽宁,鞍山
3249,男,20,是,山西,临汾
3250,女,30,否,海南,海口
3251,女,29,是,黑龙江,大庆
3252,女,34,否,天津,天津
3253,女,27,是,四川,成都
3254,女,36,是,江苏,常州
3255,女,22,否,江苏,苏州
3256,女,41,否,海南,三亚
3257,男,28,是,湖北,襄阳
3258,男,33,否,江苏,南京
3259,男,23,否,山东,威海
3260,男,28,是,江苏,无锡
3261,男,21,是,海南,儋州
3262,女,49,否,河北,保定
3263,男,34,否,辽宁,鞍山
3264,女,24,否,江西,赣州
3265,女,32,否,内蒙古,呼和浩特
3266,女,19,是,上海,上海
3267,男,18,否,陕西,西安
3268,女,22,否,河南,新乡
3269,女,33,否,浙江,杭州
3270,男,25,否,内蒙古,包头
3271,男,44,是,上海,上海
3272,男,32,否,湖南,湘潭
3273,女,23,否,海南,儋州
3274,女,29,否,广西,桂林
3275,男,50,否,重庆,重庆
3276,女,20,是,甘肃,酒泉
3277,女,34,否,浙江,温州
3278,男,39,否,黑龙江,大庆
3279,男,42,是,宁夏,银川
3280,男,32,是,江苏,常州
3281,女,38,否,山东,青岛
3282,女,22,是,北京,北京
3283,男,37,是,江西,赣州
3284,男,20,否,河北,保定
3285,女,33,是,河南,洛阳
3286,女,19,否,浙江,温州
3287,女,34,是,云南,大理
3288,男,27,是,福建,漳州
3289,男,28,否,新疆,克拉玛依
3290,女,31,是,湖北,宜昌
3291,女,30,否,河北,廊坊
3292,女,29,否,海南,儋州
3293,男,32,否,内蒙古,呼和浩特
3294,女,20,否,北京,北京
3295,女,22,是,江苏,南京
3296,女,38,是,江西,南昌
3297,男,40,是,广西,桂林
3298,女,40,是,青海,海东
3299,女,48,否,广东,佛山
3300,男,25,否,北京,北京
3301,男,23,是,四川,南充
3302,女,57,否,天津,天津
3303,女,39,是,上海,上海
3304,女,53,否,重庆,重庆
3305,女,31,否,广东,珠海
3306,女,40,是,青海,海东
3307,男,19,否,天津,天津
3308,女,29,否,四川,宜宾
3309,男,46,是,福建,厦门
3310,男,29,是,浙江,绍兴
3311,男,23,否,福建,泉州
3312,女,35,是,安徽,蚌埠
3313,男,48,否,河北,唐山
3314,女,32,是,上海,上海
3315,男,22,是,山东,威海
3316,女,22,否,贵州,遵义
3317,女,34,否,上海,上海
3318,男,53,否,四川,乐山
3319,女,34,是,陕西,西安
3320,女,34,是,新疆,乌鲁木齐
3321,女,38,是,天津,天津
3322,男,22,否,江西,九江
3323,女,19,是,西藏,日喀则
3324,男,30,是,山西,太原
3325,男,24,是,北京,北京
3326,男,44,否,云南,丽江
3327,女,31,是,黑龙江,大庆
3328,男,22,否,江西,赣州
3329,女,26,否,甘肃,兰州
3330,男,51,否,湖北,武汉
3331,男,20,是,云南,曲靖
3332,女,37,是,上海,上海
3333,女,24,是,安徽,安庆
3334,男,35,是,浙江,温州
3335,男,32,是,江苏,苏州
3336,女,49,否,安徽,芜湖
3337,男,26,是,福建,泉州
3338,男,33,否,黑龙江,哈尔滨
3339,女,21,是,辽宁,大连
3340,男,30,否,新疆,克拉玛依
3341,女,34,否,北京,北京
3342,男,34,否,湖南,湘潭
3343,男,50,否,福建,厦门
3344,女,33,是,内蒙古,包头
3345,男,21,否,北京,北京
3346,男,36,否,内蒙古,鄂尔多斯
3347,女,34,是,云南,昆明
3348,男,18,否,广西,柳州
3349,女,23,否,山东,临沂
3350,女,33,是,福建,福州
3351,男,23,是,北京,北京
3352,女,40,是,重庆,重庆
3353,男,37,否,江苏,南通
3354,男,25,是,陕西,咸阳
3355,女,31,是,湖北,荆州
3356,女,24,否,河北,保定
3357,女,19,是,江苏,常州
3358,女,30,否,广东,珠海
3359,女,23,是,重庆,重庆
3360,女,26,否,重庆,重庆
3361,女,22,是,黑龙江,哈尔滨
3362,女,44,是,陕西,渭南
3363,男,45,否,江苏,南通
3364,女,35,是,云南,曲靖
3365,男,20,否,黑龙江,哈尔滨
3366,男,31,否,辽宁,鞍山
3367,男,53,否,山东,青岛
3368,女,26,否,四川,绵阳
3369,男,33,是,西藏,日喀则
3370,女,29,是,北京,北京
3371,女,21,是,山东,威海
3372,男,28,是,天津,天津
3373,女,27,否,福建,福州
3374,男,40,否,广西,桂林
3375,男,32,是,四川,绵阳
3376,男,31,是,海南,三亚
3377,女,21,是,辽宁,沈阳
3378,男,26,是,福建,福州
3379,女,24,是,黑龙江,大庆
3380,男,29,否,江苏,苏州
3381,女,32,是,湖南,湘潭
3382,女,25,是,福建,泉州
3383,女,24,是,河南,许昌
3384,女,37,否,广西,柳州
3385,女,28,是,广东,深圳
3386,女,25,否,广东,东莞
3387,女,29,是,上海,上海
3388,女,52,否,四川,南充
3389,女,23,否,四川,宜宾
3390,女,34,否,广东,深圳
3391,女,25,否,天津,天津
3392,女,40,否,上海,上海
3393,男,43,否,山东,济南
3394,男,39,是,四川,宜宾
3395,女,42,否,上海,上海
3396,女,20,否,辽宁,沈阳
3397,男,29,是,贵州,贵阳
3398,男,24,是,北京,北京
3399,男,25,否,湖南,长沙
3400,女,37,否,四川,成都
3401,男,24,是,吉林,长春
3402,女,28,是,江苏,常州
3403,男,30,否,江西,南昌
3404,女,22,否,山东,济南
3405,男,19,是,河南,新乡
3406,女,48,是,山西,大同
3407,女,26,否,山东,济南
3408,男,32,否,浙江,温州
3409,男,25,否,青海,海东
3410,女,23,是,江西,赣州
3411,女,34,是,吉林,延边
3412,男,37,是,安徽,芜湖
3413,男,36,否,江西,九江
3414,女,50,是,山东,烟台
3415,女,37,是,吉林,吉林
3416,男,18,否,天津,天津
3417,女,48,否,北京,北京
3418,男,33,是,江西,上饶
3419,男,29,否,海南,三亚
3420,男,18,是,陕西,宝鸡
3421,女,46,是,湖南,株洲
3422,女,32,是,江西,上饶
3423,男,41,是,安徽,合肥
3424,女,26,否,江苏,南京
3425,男,22,否,湖北,武汉
3426,男,24,否,湖北,襄阳
3427,女,26,否,上海,上海
3428,男,25,是,甘肃,酒泉
3429,女,28,是,四川,成都
3430,男,30,否,上海,上海
3431,女,18,否,甘肃,兰州
3432,女,40,否,湖北,武汉
3433,男,25,否,陕西,咸阳
3434,男,20,否,云南,丽江
3435,男,20,是,内蒙古,包头
3436,女,28,否,天津,天津
3437,男,39,是,吉林,长春
3438,男,22,是,陕西,渭南
3439,男,50,否,内蒙古,包头
3440,女,21,否,江苏,无锡
3441,女,54,是,广东,中山
3442,女,21,是,吉林,延边
3443,男,33,是,云南,曲靖
3444,女,35,是,浙江,温州
3445,男,32,否,北京,北京
3446,女,42,是,云南,曲靖
3447,男,39,否,新疆,乌鲁木齐
3448,女,38,否,辽宁,鞍山
3449,女,37,是,河南,新乡
3450,女,26,是,北京,北京
3451,女,30,是,河南,许昌
3452,女,28,是,四川,成都
3453,女,30,否,北京,北京
3454,男,51,是,陕西,渭南
3455,女,42,否,河南,洛阳
3456,女,19,是,江西,上饶
3457,男,21,否,西藏,拉萨
3458,女,23,否,湖北,宜昌
3459,男,23,否,浙江,宁波
3460,男,21,是,湖北,武汉
3461,女,35,是,福建,厦门
3462,女,31,是,广东,东莞
3463,女,23,否,北京,北京
3464,女,21,否,福建,福州
3465,男,20,是,四川,绵阳
3466,男,32,是,西藏,拉萨
3467,男,31,否,重庆,重庆
3468,男,25,是,江西,九江
3469,男,42,是,新疆,喀什
3470,男,32,否,贵州,贵阳
3471,男,19,否,辽宁,抚顺
3472,男,34,是,四川,宜宾
3473,男,43,否,北京,北京
3474,男,37,否,四川,成都
3475,男,19,否,重庆,重庆
3476,女,30,否,上海,上海
3477,男,26,是,新疆,克拉玛依
3478,女,25,否,福建,漳州
3479,女,18,是,广西,南宁
3480,女,22,否,黑龙江,哈尔滨
3481,女,32,是,浙江,绍兴
3482,男,26,否,四川,乐山
3483,男,26,是,重庆,重庆
3484,男,32,是,福建,福州
3485,女,32,否,北京,北京
3486,男,24,否,辽宁,鞍山
3487,男,44,是,北京,北京
3488,男,44,是,江苏,南京
3489,女,46,是,山西,运城
3490,男,52,是,海南,三亚
3491,男,24,是,浙江,金华
3492,男,26,否,辽宁,沈阳
3493,女,38,否,重庆,重庆
3494,女,23,是,重庆,重庆
3495,女,24,是,河南,新乡
3496,男,44,否,北京,北京
3497,男,27,是,江西,上饶
3498,男,30,是,河南,洛阳
3499,男,27,是,山东,青岛
3500,男,39,否,重庆,重庆
3501,男,37,否,湖北,武汉
3502,女,25,否,重庆,重庆
3503,男,20,否,青海,海东
3504,女,22,否,浙江,温州
3505,女,36,否,浙江,绍兴
3506,男,24,否,云南,曲靖
3507,男,19,是,辽宁,沈阳
3508,女,41,是,山西,临汾
3509,女,28,否,天津,天津
3510,男,39,是,浙江,金华
3511,女,30,否,山东,临沂
3512,男,28,否,湖北,武汉
3513,男,44,否,黑龙江,齐齐哈尔
3514,女,28,是,江苏,南通
3515,男,21,是,福建,厦门
3516,男,26,否,广东,佛山
3517,男,19,是,四川,成都
3518,男,19,是,吉林,吉林
3519,女,32,是,江西,赣州
3520,男,23,否,天津,天津
3521,男,22,是,吉林,长春
3522,男,25,否,贵州,贵阳
3523,男,40,否,福建,厦门
3524,男,32,是,天津,天津
3525,男,41,是,浙江,绍兴
3526,女,24,否,广东,佛山
3527,男,33,否,新疆,喀什
3528,女,24,否,河南,郑州
3529,女,20,否,重庆,重庆
3530,女,39,是,浙江,金华
3531,男,44,是,北京,北京
3532,男,44,是,吉林,延边
3533,男,28,是,黑龙江,大庆
3534,男,33,是,陕西,咸阳
3535,女,54,是,福建,福州
3536,男,27,否,北京,北京
3537,男,29,是,重庆,重庆
3538,女,21,否,广西,南宁
3539,男,30,否,安徽,芜湖
3540,男,21,是,北京,北京
3541,女,26,否,四川,宜宾
3542,女,30,否,黑龙江,大庆
3543,女,24,是,北京,北京
3544,男,18,是,陕西,咸阳
3545,男,21,否,河北,唐山
3546,男,21,否,河北,唐山
3547,女,25,否,广东,中山
3548,女,49,是,北京,北京
3549,男,32,是,河南,许昌
3550,女,19,是,黑龙江,大庆
3551,男,35,是,江西,赣州
3552,男,34,否,青海,海东
3553,女,68,是,山东,威海
3554,女,30,是,安徽,安庆
3555,女,24,是,湖北,武汉
3556,男,19,否,山东,烟台
3557,女,26,是,上海,上海
3558,男,36,否,山西,大同
3559,女,21,是,广西,南宁
3560,女,29,否,河北,石家庄
3561,女,41,是,广东,佛山
3562,女,25,是,黑龙江,大庆
3563,女,18,是,河南,许昌
3564,女,18,否,内蒙古,鄂尔多斯
3565,男,31,否,吉林,吉林
3566,女,18,是,河南,郑州
3567,男,44,是,四川,宜宾
3568,女,33,否,浙江,杭州
3569,男,53,否,四川,南充
3570,男,34,否,四川,宜宾
3571,女,34,否,黑龙江,大庆
3572,女,33,是,浙江,杭州
3573,女,40,否,湖北,襄阳
3574,男,32,否,黑龙江,大庆
3575,女,22,否,安徽,安庆
3576,男,18,否,湖北,襄阳
3577,女,46,是,湖北,宜昌
3578,女,26,否,辽宁,鞍山
3579,女,23,否,上海,上海
3580,男,31,是,海南,海口
3581,女,22,是,江西,上饶
3582,女,32,是,重庆,重庆
3583,女,35,否,湖南,株洲
3584,男,35,是,上海,上海
3585,女,35,是,北京,北京
3586,女,24,是,山西,运城
3587,男,23,否,四川,乐山
3588,女,48,否,上海,上海
3589,男,45,是,天津,天津
3590,女,48,否,广西,北海
3591,女,22,否,贵州,安顺
3592,男,43,否,山西,运城
3593,男,41,否,重庆,重庆
3594,女,26,否,河北,廊坊
3595,男,30,是,重庆,重庆
3596,男,23,是,广东,广州
3597,男,50,否,湖北,荆州
3598,女,20,否,安徽,蚌埠
3599,男,38,否,浙江,宁波
3600,男,41,是,云南,大理
3601,男,25,是,安徽,芜湖
3602,男,23,是,宁夏,银川
3603,女,31,是,江西,九江
3604,女,54,否,上海,上海
3605,男,29,否,福建,福州
3606,女,23,否,上海,上海
3607,女,48,否,湖北,襄阳
3608,男,43,否,内蒙古,呼和浩特
3609,男,31,否,广东,佛山
3610,男,37,是,山东,济南
3611,女,30,否,安徽,合肥
3612,女,25,否,广东,珠海
3613,男,47,否,陕西,渭南
3614,女,38,是,山东,临沂
3615,男,50,是,安徽,蚌埠
3616,女,38,否,云南,曲靖
3617,男,36,是,黑龙江,哈尔滨
3618,女,22,否,北京,北京
3619,女,30,否,重庆,重庆
3620,男,43,是,安徽,芜湖
3621,女,52,是,湖北,荆州
3622,男,19,是,山东,临沂
3623,女,34,否,河北,唐山
3624,女,54,是,福建,厦门
3625,女,18,是,河南,洛阳
3626,男,51,否,河南,许昌
3627,男,33,是,山西,大同
3628,男,30,是,浙江,绍兴
3629,女,59,否,浙江,宁波
3630,男,23,是,广西,柳州
3631,男,21,是,上海,上海
3632,女,23,是,天津,天津
3633,女,38,否,四川,绵阳
3634,女,23,是,宁夏,银川
3635,男,33,否,广西,桂林
3636,男,18,是,湖南,衡阳
3637,男,27,否,陕西,西安
3638,男,39,是,河南,洛阳
3639,女,37,否,辽宁,沈阳
3640,男,31,否,山西,运城
3641,男,39,是,甘肃,兰州
3642,男,22,是,黑龙江,大庆
3643,男,26,是,山东,临沂
3644,女,20,是,吉林,延边
3645,女,23,否,广东,深圳
3646,男,24,否,海南,三亚
3647,男,69,否,浙江,温州
3648,女,60,否,云南,大理
3649,男,36,是,四川,绵阳
3650,男,33,否,江苏,南京
3651,女,22,是,浙江,温州
3652,男,41,是,新疆,克拉玛依
3653,男,30,否,贵州,安顺
3654,男,30,否,湖南,衡阳
3655,男,19,否,西藏,拉萨
3656,女,42,是,广东,东莞
3657,男,21,是,辽宁,鞍山
3658,女,27,是,贵州,贵阳
3659,女,22,是,河南,郑州
3660,男,21,是,新疆,喀什
3661,男,44,否,重庆,重庆
3662,女,25,否,山西,大同
3663,女,43,否,内蒙古,呼和浩特
3664,女,26,否,贵州,贵阳
3665,男,32,否,安徽,蚌埠
3666,女,24,否,河南,洛阳
3667,女,19,是,河南,新乡
3668,男,33,是,安徽,蚌埠
3669,女,30,是,云南,曲靖
3670,男,33,是,吉林,吉林
3671,男,58,否,山西,运城
3672,男,33,是,江西,九江
3673,女,19,否,湖北,襄阳
3674,女,25,否,浙江,宁波
3675,女,23,否,四川,成都
3676,女,22,否,江苏,苏州
3677,女,29,是,安徽,合肥
3678,女,30,否,西藏,拉萨
3679,女,21,否,山东,烟台
3680,女,36,否,上海,上海
3681,女,32,否,上海,上海
3682,男,53,否,重庆,重庆
3683,女,22,否,浙江,杭州
3684,女,21,是,四川,成都
3685,女,44,否,四川,绵阳
3686,男,28,否,安徽,蚌埠
3687,男,28,是,福建,厦门
3688,男,21,是,四川,成都
3689,女,35,是,海南,三亚
3690,男,46,是,上海,上海
3691,男,34,是,江苏,南京
3692,男,28,否,云南,大理
3693,男,37,否,福建,厦门
3694,女,21,是,江苏,常州
3695,男,37,否,陕西,渭南
3696,女,24,是,山东,临沂
3697,女,43,否,上海,上海
3698,男,47,是,江西,南昌
3699,男,39,是,北京,北京
3700,女,39,是,天津,天津
3701,女,29,是,辽宁,鞍山
3702,男,44,是,四川,宜宾
3703,男,57,是,安徽,安庆
3704,男,37,否,西藏,日喀则
3705,女,18,是,江苏,常州
3706,女,21,否,湖北,武汉
3707,女,32,否,江西,赣州
3708,男,37,否,西藏,拉萨
3709,女,20,否,山东,威海
3710,女,33,是,海南,海口
3711,女,26,是,北京,北京
3712,女,35,是,浙江,绍兴
3713,女,32,否,重庆,重庆
3714,男,26,是,甘肃,酒泉
3715,女,30,是,江苏,无锡
3716,女,34,是,天津,天津
3717,男,23,是,新疆,克拉玛依
3718,女,21,否,重庆,重庆
3719,女,32,否,浙江,宁波
3720,女,34,否,浙江,宁波
3721,男,26,是,广西,北海
3722,女,19,是,海南,儋州
3723,女,44,是,陕西,渭南
3724,女,26,否,河南,郑州
3725,男,22,否,陕西,宝鸡
3726,男,32,是,四川,乐山
3727,男,24,是,广东,佛山
3728,男,25,否,陕西,西安
3729,女,27,是,福建,漳州
3730,男,23,是,天津,天津
3731,男,37,否,湖南,株洲
3732,女,27,是,山西,临汾
3733,男,43,否,海南,儋州
3734,男,39,是,天津,天津
3735,女,19,否,海南,海口
3736,女,27,是,湖南,衡阳
3737,女,29,是,广东,深圳
3738,女,33,否,安徽,安庆
3739,女,36,是,北京,北京
3740,女,55,否,宁夏,石嘴山
3741,女,26,否,江西,赣州
3742,男,25,是,山西,临汾
3743,女,40,是,甘肃,兰州
3744,男,35,否,吉林,长春
3745,男,38,是,北京,北京
3746,女,18,是,湖南,株洲
3747,女,21,否,江苏,无锡
3748,女,26,否,上海,上海
3749,男,27,否,河北,石家庄
3750,女,33,是,湖北,宜昌
3751,女,39,是,海南,海口
3752,女,19,否,陕西,渭南
3753,男,50,否,安徽,安庆
3754,女,22,否,西藏,日喀则
3755,男,25,是,天津,天津
3756,男,37,是,广东,广州
3757,女,53,是,山东,威海
3758,女,19,否,云南,昆明
3759,女,28,否,湖南,长沙
3760,男,23,是,内蒙古,鄂尔多斯
3761,女,23,是,黑龙江,大庆
3762,男,20,是,陕西,渭南
3763,男,38,否,天津,天津
3764,女,42,否,北京,北京
3765,女,53,否,黑龙江,齐齐哈尔
3766,女,42,否,山东,济南
3767,男,34,是,黑龙江,大庆
3768,女,21,否,西藏,日喀则
3769,男,20,否,海南,三亚
3770,男,19,否,上海,上海
3771,女,32,否,湖南,长沙
3772,男,29,否,江西,赣州
3773,女,18,是,广西,桂林
3774,男,28,否,河北,石家庄
3775,男,33,否,四川,乐山
3776,男,28,是,山东,青岛
3777,女,23,否,河北,廊坊
3778,女,50,否,重庆,重庆
3779,女,32,是,福建,泉州
3780,女,23,否,湖南,湘潭
3781,女,43,是,福建,厦门
3782,女,18,否,新疆,喀什
3783,女,26,否,安徽,芜湖
3784,女,29,是,上海,上海
3785,男,31,否,内蒙古,包头
3786,男,25,是,广西,桂林
3787,男,39,否,山东,青岛
3788,女,23,否,黑龙江,齐齐哈尔
3789,男,36,否,新疆,克拉玛依
3790,女,34,否,天津,天津
3791,男,31,是,辽宁,沈阳
3792,男,22,否,河南,洛阳
3793,女,32,是,湖南,株洲
3794,女,36,否,广东,深圳
3795,男,28,是,山东,烟台
3796,男,34,是,辽宁,沈阳
3797,女,30,是,广东,珠海
3798,男,26,否,江苏,常州
3799,男,41,是,西藏,拉萨
3800,男,42,是,四川,成都
3801,男,35,否,青海,海东
3802,男,22,是,湖北,武汉
3803,男,32,是,上海,上海
3804,男,42,否,河北,石家庄
3805,男,32,否,青海,西宁
3806,男,21,否,北京,北京
3807,女,34,否,宁夏,石嘴山
3808,男,21,是,河北,保定
3809,男,44,是,甘肃,天水
3810,男,20,是,北京,北京
3811,女,23,否,陕西,宝鸡
3812,女,25,否,河北,唐山
3813,女,47,否,辽宁,鞍山
3814,男,26,否,宁夏,银川
3815,女,33,否,辽宁,抚顺
3816,男,19,否,北京,北京
3817,女,29,是,新疆,克拉玛依
3818,女,49,是,浙江,杭州
3819,女,21,是,新疆,喀什
3820,女,20,是,四川,乐山
3821,女,18,是,江苏,南京
3822,男,22,是,上海,上海
3823,女,29,是,福建,泉州
3824,女,28,是,云南,大理
3825,男,55,是,内蒙古,鄂尔多斯
3826,女,20,否,福建,漳州
3827,男,36,否,湖北,宜昌
3828,男,53,是,江西,赣州
3829,男,33,是,福建,福州
3830,女,23,否,上海,上海
3831,男,21,否,黑龙江,哈尔滨
3832,女,28,否,宁夏,石嘴山
3833,女,21,否,四川,乐山
3834,男,27,否,福建,泉州
3835,女,18,否,云南,曲靖
3836,女,20,是,北京,北京
3837,男,32,是,四川,乐山
3838,男,23,是,湖北,宜昌
3839,男,33,否,广西,南宁
3840,女,22,否,上海,上海
3841,男,38,是,山东,临沂
3842,女,24,是,安徽,芜湖
3843,女,43,是,浙江,宁波
3844,女,42,否,辽宁,大连
3845,男,30,是,重庆,重庆
3846,男,33,是,广西,南宁
3847,男,33,否,山东,济南
